Country,Country_code,State,State_code,State_type,Date,Category,Subcategory,Variable,Unit,Value
India,IND,ani,AN,Union territory,1/6/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2019,Electricity generation,Fuel,Solar,GWh,1.17
India,IND,ani,AN,Union territory,1/6/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2019,Electricity generation,Total,Total Generation,GWh,8.21
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Other Fossil,GWh,7.79
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Solar,GWh,1.01
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2019,Electricity generation,Total,Total Generation,GWh,8.8
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Hydro,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Other Fossil,GWh,7.04
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Solar,GWh,0.46
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2019,Electricity generation,Total,Total Generation,GWh,7.5
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Hydro,GWh,0.07
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Other Fossil,GWh,6.86
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Solar,GWh,0.58
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2019,Electricity generation,Total,Total Generation,GWh,7.51
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Hydro,GWh,0.94
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Other Fossil,GWh,7.29
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Solar,GWh,0.8
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2019,Electricity generation,Total,Total Generation,GWh,9.03
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Hydro,GWh,1.51
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Other Fossil,GWh,7.28
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Solar,GWh,0.61
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2019,Electricity generation,Total,Total Generation,GWh,9.4
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Hydro,GWh,1.05
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Other Fossil,GWh,7.62
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Solar,GWh,0.75
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2019,Electricity generation,Total,Total Generation,GWh,9.42
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Hydro,GWh,0.74
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Other Fossil,GWh,6.72
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Solar,GWh,0.9
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2020,Electricity generation,Total,Total Generation,GWh,8.36
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Hydro,GWh,0.74
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Other Fossil,GWh,10.44
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Solar,GWh,0.86
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2020,Electricity generation,Total,Total Generation,GWh,12.04
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Hydro,GWh,0.29
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Other Fossil,GWh,11.16
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Solar,GWh,0.86
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2020,Electricity generation,Total,Total Generation,GWh,12.31
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Hydro,GWh,0.29
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Other Fossil,GWh,10.8
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Solar,GWh,0.86
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2020,Electricity generation,Total,Total Generation,GWh,11.95
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Hydro,GWh,0.1
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Other Fossil,GWh,11.16
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Solar,GWh,0.93
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2020,Electricity generation,Total,Total Generation,GWh,12.19
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Hydro,GWh,0.68
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Other Fossil,GWh,10.8
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Solar,GWh,1.01
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/6/2020,Electricity generation,Total,Total Generation,GWh,12.49
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Hydro,GWh,0.69
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Other Fossil,GWh,11.16
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Solar,GWh,1.39
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/7/2020,Electricity generation,Total,Total Generation,GWh,13.24
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Hydro,GWh,1.6
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Other Fossil,GWh,11.16
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Solar,GWh,1.41
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/8/2020,Electricity generation,Total,Total Generation,GWh,14.17
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Hydro,GWh,4.81
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Other Fossil,GWh,10.4
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Solar,GWh,7.61
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/9/2020,Electricity generation,Total,Total Generation,GWh,22.82
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Hydro,GWh,1.74
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Other Fossil,GWh,5.75
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Solar,GWh,1.41
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/10/2020,Electricity generation,Total,Total Generation,GWh,8.9
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Hydro,GWh,1.74
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Other Fossil,GWh,20.89
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Solar,GWh,1.41
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/11/2020,Electricity generation,Total,Total Generation,GWh,24.04
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Hydro,GWh,0.99
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Other Fossil,GWh,5.78
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Solar,GWh,1.97
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/12/2020,Electricity generation,Total,Total Generation,GWh,8.74
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Hydro,GWh,0.72
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Other Fossil,GWh,5.92
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Solar,GWh,2.12
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/1/2021,Electricity generation,Total,Total Generation,GWh,8.76
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Hydro,GWh,0.73
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Other Fossil,GWh,6.37
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Solar,GWh,1.87
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/2/2021,Electricity generation,Total,Total Generation,GWh,8.97
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Hydro,GWh,0.6
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Other Fossil,GWh,8.29
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Solar,GWh,2.84
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/3/2021,Electricity generation,Total,Total Generation,GWh,11.73
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Hydro,GWh,0.39
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Other Fossil,GWh,6.92
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Solar,GWh,2.49
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Fuel,Wind,GWh,0.0
India,IND,ani,AN,Union territory,1/4/2021,Electricity generation,Total,Total Generation,GWh,9.8
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Bioenergy,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Coal,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Gas,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Hydro,GWh,0.44
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Nuclear,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Other Fossil,GWh,6.75
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Other Renewables,GWh,0.0
India,IND,ani,AN,Union territory,1/5/2021,Electricity generation,Fuel,Solar,GWh,1.6
